Company Name,Rating,Company Type,Rated For,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,page_no
Plada Infotech Services,3.5,IT Services & Consulting | Mumbai +40 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",197,756,8,14,13,--,500
Schneider Electric Infrastructure,4.2,Electrical Equipment | Rueil-Malmaison +21 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Salary & Benefits  Critically Rated For Promotions / Appraisal",197,1.3k,6,--,28,--,500
Betsol,3.5,IT Services & Consulting | Broomfield +3 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",197,1.4k,37,13,22,--,500
MindCraft Software,3.7,IT Services & Consulting | Mumbai +6 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",197,1.6k,23,2,20,--,500
Newgen Knowledge Works,3.3,Printing & Publishing | Chennai +10 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",198,1.3k,12,10,28,--,500
Jakson Green,4.8,Noida +23 other locations,"Highly Rated For Job Security, Company Culture, Work Satisfaction",197,169,8,--,4,17,500
Huron,3.9,IT Services & Consulting | Chicago +10 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security",197,1.9k,30,13,21,1,500
ARCIS e Services,3.6,BPO | Gurgaon +9 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",197,728,5,--,17,2,500
Dahua Technology India Pvt.Ltd.,3.5,IT Services & Consulting | Hangzhou +40 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",197,1k,17,14,9,1,500
Ahana Systems & Solutions,3.9,IT Services & Consulting | Bangalore/Bengaluru +16 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",197,1.1k,10,4,23,--,500
Maharishi Vidya Mandir,4.3,Education & Training | Bhopal +70 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",197,668,13,--,20,--,500
ITCONS e-Solutions,3.4,IT Services & Consulting | Noida +61 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",197,544,12,19,17,--,500
JP Infra,3.8,Real Estate | Mumbai +8 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",197,1.2k,18,5,27,--,500
JGC Corporation,4.5,Engineering & Construction | Japan Yokohama +14 other locations,"Highly Rated For Job Security, Work Life Balance, Work Satisfaction",197,562,13,4,19,8,500
TP Central Odisha Distribution,3.4,Power | Berhampur +22 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",199,714,27,--,15,1,500
Daimler Truck,3.9,Automobile | Leinfelden-Echterdingen +3 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",197,1.6k,33,--,15,6,500
Star Wire India,4.2,Industrial Machinery | Faridabad +4 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Work Satisfaction  Critically Rated For Promotions / Appraisal",197,1.1k,14,2,16,--,500
IIFL Securities,3.7,Financial Services | Navi Mumbai +34 other locations,Critically Rated For Promotions / Appraisal,197,1.5k,19,1,--,--,500
Worldline Global Services,3.8,IT Services & Consulting | Bezons +15 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",197,1.8k,21,7,46,--,500
B2x Service Solutions,3.7,BPO | Munich +32 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security",196,645,3,--,19,--,500
ExpertCallers,3.6,BPO | Ballari +7 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",197,810,15,--,10,--,500
Prem Henna,3.4,Beauty & Personal Care | Indore +51 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Satisfaction",196,763,3,--,30,--,500
Rajasthan Patrika,3.3,Broadcasting | Jaipur +39 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",197,1k,8,--,18,--,500
Brink's,4.4,Logistics | Farmers Branch +40 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",196,666,9,--,29,--,500
Hitachi Consulting,3.8,IT Services & Consulting | Dallas +10 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,197,1.9k,3,--,37,--,500
University of Petroleum & Energy Studies,3.7,Education & Training | Dehradun +10 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security",196,852,14,--,31,--,500
Zee Learn,3.8,Education & Training | Mumbai +30 other locations,Critically Rated For Promotions / Appraisal,196,992,13,12,35,--,500
Smc Insurance Brokers,3.7,Insurance | Delhi/NCR +31 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction",196,871,9,9,14,3,500
Boston Scientific,4,Healthcare | Marlborough +16 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits",197,1.5k,20,--,21,--,500
TIDE,4.5,FinTech | London +6 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning",196,604,24,--,12,46,500
Red Health,3.6,Healthcare | Hyderabad/Secunderabad +20 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Life Balance",196,627,20,5,12,23,500
Schaeffer & Sam,3.5,Uniondale +20 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",196,724,8,3,4,--,500
Highbar Technocrat,3.8,IT Services & Consulting | Mumbai +15 other locations,"Highly Rated For Skill Development / Learning, Job Security, Work Satisfaction  Critically Rated For Promotions / Appraisal, Work Life Balance",197,974,11,8,15,--,500
Century Enka,4.1,Fashion & Textile | Pune +13 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",196,855,14,3,24,--,500
Velnik India,3.4,Beauty & Personal Care | Indore +38 other locations,"Critically Rated For Job Security, Company Culture, Promotions / Appraisal",196,957,23,1,21,1,500
Software AG,4.1,Software Product | Darmstadt +12 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",196,1.8k,24,1,23,2,500
FICO,4,Software Product | Bozeman +5 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security",196,1.9k,37,24,52,8,500
Navata Road Transport,3.8,Logistics | Vijayawada +29 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",196,745,11,13,23,1,500
Shangri-la Hotels & Resorts,4.4,Hospitality | Hong Kong +20 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",196,600,5,--,40,3,500
Organic India,4.2,FMCG | Delhi/NCR +45 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning",196,957,15,4,22,4,500
Shangri-la Hotels & Resorts,4.4,Hospitality | Hong Kong +20 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",196,600,5,--,40,3,500
Navata Road Transport,3.8,Logistics | Vijayawada +29 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",196,745,11,13,23,1,500
Highbar Technocrat,3.8,IT Services & Consulting | Mumbai +15 other locations,"Highly Rated For Skill Development / Learning, Job Security, Work Satisfaction  Critically Rated For Promotions / Appraisal, Work Life Balance",197,974,11,8,15,--,500
Avanse Financial Services,4.1,Financial Services | Mumbai +23 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits",196,1.3k,23,12,17,--,500
Aurigene Pharmaceutical Services,4.1,Pharma | Bangalore +3 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",196,835,18,14,23,1,500
High Street Essentials,4.3,Retail | Jaipur +27 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",196,467,5,4,11,1,500
Rakon,3.6,Electronics Manufacturing | Bangalore/Bengaluru +4 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",197,1k,12,--,20,--,500
Sraco,4,Engineering & Construction | Dammam +22 other locations,"Highly Rated For Work Life Balance, Job Security, Work Satisfaction  Critically Rated For Promotions / Appraisal",195,579,19,--,24,--,500
Mantri Developers,3.4,Real Estate | Bangalore/Bengaluru +6 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",195,1k,5,15,37,--,500
Shriram Properties,3.8,Real Estate | Bangalore/Bengaluru +7 other locations,Critically Rated For Promotions / Appraisal,195,1.4k,16,8,22,--,500
Prabhat Dairy,3.9,FMCG | Rahata +21 other locations,"Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal, Job Security",195,911,7,--,28,--,500
Sanmarg Projects,4.2,Oil & Gas | Noida +47 other locations,"Highly Rated For Work Life Balance, Work Satisfaction, Skill Development / Learning  Critically Rated For Promotions / Appraisal",195,844,20,--,22,--,500
Aegis Logistics,3.7,Oil & Gas | Mumbai +25 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",195,1.2k,19,2,25,--,500
ITC ABD,4,Kolkata +51 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal, Work Life Balance",194,989,12,--,25,--,500
Ahresty India,3.7,Auto Components | Rewari +11 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",195,869,20,--,19,--,500
Trivitron Healthcare,3.5,Medical Equipment | Vadodara +15 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",195,1.1k,20,6,28,4,500
Sophos Technologies,3.9,Software Product | Abingdon +6 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",195,1.7k,20,10,27,21,500
Box8,3.5,Hospitality | Mumbai +16 other locations,"Critically Rated For Work Life Balance, Company Culture, Work Satisfaction",195,1k,12,--,33,2,500
Marathon Realty,4,Real Estate | Mumbai +7 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",195,942,9,6,21,8,500
EXO Edge,4.1,BPO | Mohali +5 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits",195,762,19,10,17,13,500
Stelmec,3.4,Electronics Manufacturing | Mumbai +27 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",195,1.3k,16,2,18,--,500
Bajaj Allianz,3.8,Mysuru / Mysore +83 other locations,Highly Rated For Salary & Benefits,195,1.7k,14,--,--,--,500
Sahajanand Medical Technologies,3.8,Medical Equipment | Surat +32 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",195,1.2k,9,21,23,--,500
PrimeXBT,4.7,FinTech | Perth +5 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance",194,7,--,1,14,--,500
Hgs Services,4,Analytics & KPO | Bengaluru +20 other locations,Highly Rated For Company Culture  Critically Rated For Promotions / Appraisal,194,821,55,--,38,--,500
Orchid Chemicals & Pharmaceuticals,3.6,Pharma | Chennai +24 other locations,"Highly Rated For Job Security, Skill Development / Learning, Work Satisfaction  Critically Rated For Salary & Benefits, Promotions / Appraisal, Company Culture",194,647,3,2,23,--,500
Sterling Hospitals,4,Healthcare | Ahmedabad +14 other locations,Critically Rated For Promotions / Appraisal,194,819,9,5,22,--,500
Model N,4.6,Software Product | San Mateo +1 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",194,869,7,20,22,75,500
Welspun Global Brands,3.9,Fashion & Textile | Mumbai +32 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",195,928,6,--,22,--,500
Gap,3.6,Fashion & Textile | Delhi/NCR +21 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security",194,1.9k,32,37,24,--,500
Danieli,3.6,Industrial Machinery | Buttrio +12 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",194,1.2k,9,3,28,2,500
Emerald Jewel Industry India,3.8,Jewellery | Coimbatore +11 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",194,1.4k,13,2,23,--,500
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4.1,Government | New Delhi +85 other locations,"Highly Rated For Skill Development / Learning, Work Satisfaction, Company Culture  Critically Rated For Promotions / Appraisal",194,555,9,--,22,5,500
PPD,4.2,Pharma | Waltham +11 other locations,"Highly Rated For Company Culture, Job Security, Work Life Balance",194,1.2k,22,72,32,5,500
EMCO,3.8,Power | Mumbai +23 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",194,692,5,--,27,--,500
Caretel Infotech,3.7,Analytics & KPO | Delhi/NCR +10 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",194,600,10,--,18,--,500
AYN InfoTech,4.7,IT Services & Consulting | Bengaluru/Bangalore +12 other locations,"Highly Rated For Work Life Balance, Work Satisfaction, Job Security",194,223,--,--,48,--,500
Xplore-Tech Services,3.1,BPO | Kolkata +9 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",194,851,19,--,26,--,500
Sears Holdings,3.2,Retail | Hoffman Estates +8 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",194,1.7k,11,--,22,--,500
Orange Mantra,4.3,IT Services & Consulting | Gurgaon/Gurugram +7 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Work Satisfaction",194,999,21,21,28,--,500
Bajaj Healthcare,3.4,Pharma | Thane +10 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",194,1.2k,9,3,18,2,500
